SEANCE_DT, POINT_DT, ORBIT, WKT, HEIGHT, POINT_TYPE
"2019-03-12 06:14:24", "2019-03-12 06:18:21", 5793, "POINT(-26.8518 73.1122)", 49.90, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:18:24", 5793, "POINT(38.2120 62.0243)", 50.76, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:18:24", 5793, "POINT(-26.9209 73.2246)", 50.76, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:18:26", 5793, "POINT(38.3407 62.1102)", 51.63, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:18:26", 5793, "POINT(-26.9912 73.3374)", 51.63, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:18:28", 5793, "POINT(38.4696 62.1956)", 52.50, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:18:28", 5793, "POINT(-27.0619 73.4496)", 52.50, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:18:30", 5793, "POINT(38.5998 62.2812)", 53.37, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:18:30", 5793, "POINT(-27.1338 73.5623)", 53.37, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:18:32", 5793, "POINT(38.7303 62.3663)", 54.24, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:18:32", 5793, "POINT(-27.2061 73.6743)", 54.24, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:18:34", 5793, "POINT(38.8621 62.4517)", 55.12, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:18:34", 5793, "POINT(-27.2796 73.7868)", 55.12, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:18:36", 5793, "POINT(38.9965 62.5381)", 56.01, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:18:36", 5793, "POINT(-27.3550 73.9008)", 56.01, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:18:39", 5793, "POINT(39.1300 62.6231)", 56.89, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:18:39", 5793, "POINT(-27.4302 74.0131)", 56.89, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:18:41", 5793, "POINT(39.2636 62.7076)", 57.77, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:18:41", 5793, "POINT(-27.5060 74.1249)", 57.77, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:18:43", 5793, "POINT(39.3987 62.7924)", 58.65, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:18:43", 5793, "POINT(-27.5830 74.2371)", 58.65, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:18:45", 5793, "POINT(39.5339 62.8766)", 59.53, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:18:45", 5793, "POINT(-27.6606 74.3486)", 59.53, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:18:47", 5793, "POINT(39.6706 62.9611)", 60.41, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:18:47", 5793, "POINT(-27.7394 74.4606)", 60.41, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:18:49", 5793, "POINT(39.8075 63.0450)", 61.29, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:18:49", 5793, "POINT(-27.8189 74.5721)", 61.29, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:18:52", 5793, "POINT(39.9459 63.1292)", 62.18, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:18:52", 5793, "POINT(-27.8996 74.6839)", 62.18, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:18:54", 5793, "POINT(40.0845 63.2128)", 63.07, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:18:54", 5793, "POINT(-27.9811 74.7952)", 63.07, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:18:56", 5793, "POINT(40.2246 63.2966)", 63.96, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:18:56", 5793, "POINT(-28.0639 74.9069)", 63.96, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:18:58", 5793, "POINT(40.3649 63.3799)", 64.84, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:18:58", 5793, "POINT(-28.1473 75.0180)", 64.84, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:00", 5793, "POINT(40.5067 63.4634)", 65.73, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:00", 5793, "POINT(-28.2322 75.1295)", 65.73, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:02", 5793, "POINT(40.6488 63.5464)", 66.62, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:02", 5793, "POINT(-28.3178 75.2404)", 66.62, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:04", 5793, "POINT(40.7863 63.6261)", 67.48, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:04", 5793, "POINT(-28.4012 75.3471)", 67.48, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:06", 5793, "POINT(40.9307 63.7091)", 68.38, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:06", 5793, "POINT(-28.4894 75.4584)", 68.38, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:09", 5793, "POINT(41.0754 63.7916)", 69.27, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:09", 5793, "POINT(-28.5783 75.5691)", 69.27, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:11", 5793, "POINT(41.2216 63.8743)", 70.17, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:11", 5793, "POINT(-28.6689 75.6802)", 70.17, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:13", 5793, "POINT(41.3681 63.9565)", 71.06, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:13", 5793, "POINT(-28.7602 75.7907)", 71.06, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:15", 5793, "POINT(41.5161 64.0389)", 71.96, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:15", 5793, "POINT(-28.8531 75.9016)", 71.96, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:17", 5793, "POINT(41.6644 64.1207)", 72.86, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:17", 5793, "POINT(-28.9469 76.0119)", 72.86, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:19", 5793, "POINT(41.8143 64.2027)", 73.76, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:19", 5793, "POINT(-29.0424 76.1227)", 73.76, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:21", 5793, "POINT(41.9644 64.2841)", 74.66, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:21", 5793, "POINT(-29.1388 76.2328)", 74.66, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:24", 5793, "POINT(42.1161 64.3658)", 75.57, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:24", 5793, "POINT(-29.2370 76.3434)", 75.57, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:26", 5793, "POINT(42.2681 64.4469)", 76.47, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:26", 5793, "POINT(-29.3361 76.4534)", 76.47, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:28", 5793, "POINT(42.4218 64.5282)", 77.38, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:28", 5793, "POINT(-29.4371 76.5637)", 77.38, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:30", 5793, "POINT(42.5757 64.6090)", 78.28, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:30", 5793, "POINT(-29.5390 76.6735)", 78.28, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:32", 5793, "POINT(42.7313 64.6899)", 79.19, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:32", 5793, "POINT(-29.6430 76.7837)", 79.19, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:34", 5793, "POINT(42.8872 64.7703)", 80.10, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:34", 5793, "POINT(-29.7479 76.8933)", 80.10, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:36", 5793, "POINT(43.0418 64.8494)", 80.99, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:36", 5793, "POINT(-29.8529 77.0013)", 80.99, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:39", 5793, "POINT(43.1996 64.9294)", 81.90, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:39", 5793, "POINT(-29.9610 77.1107)", 81.90, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:41", 5793, "POINT(43.3591 65.0096)", 82.82, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:41", 5793, "POINT(-30.0711 77.2205)", 82.82, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:43", 5793, "POINT(43.5219 65.0907)", 83.74, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:43", 5793, "POINT(-30.1846 77.3318)", 83.74, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:45", 5793, "POINT(43.6827 65.1701)", 84.66, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:45", 5793, "POINT(-30.2977 77.4409)", 84.66, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:47", 5793, "POINT(43.8430 65.2486)", 85.56, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:47", 5793, "POINT(-30.4114 77.5489)", 85.56, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:49", 5793, "POINT(44.0066 65.3280)", 86.48, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:49", 5793, "POINT(-30.5286 77.6583)", 86.48, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:51", 5793, "POINT(44.1705 65.4068)", 87.39, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:51", 5793, "POINT(-30.6470 77.7671)", 87.39, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:54", 5793, "POINT(44.3362 65.4859)", 88.31, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:54", 5793, "POINT(-30.7679 77.8764)", 88.31, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:56", 5793, "POINT(44.5021 65.5643)", 89.23, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:56", 5793, "POINT(-30.8902 77.9850)", 89.23, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:19:58", 5793, "POINT(44.6699 65.6429)", 90.15, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:19:58", 5793, "POINT(-31.0150 78.0940)", 90.15, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:00", 5793, "POINT(44.8324 65.7184)", 91.04, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:00", 5793, "POINT(-31.1371 78.1988)", 91.04, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:02", 5793, "POINT(45.0015 65.7962)", 91.96, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:02", 5793, "POINT(-31.2654 78.3071)", 91.96, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:04", 5793, "POINT(45.1725 65.8742)", 92.88, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:04", 5793, "POINT(-31.3965 78.4158)", 92.88, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:06", 5793, "POINT(45.3437 65.9516)", 93.80, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:06", 5793, "POINT(-31.5291 78.5239)", 93.80, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:09", 5793, "POINT(45.5169 66.0291)", 94.73, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:09", 5793, "POINT(-31.6647 78.6324)", 94.73, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:11", 5793, "POINT(45.6887 66.1054)", 95.65, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:11", 5793, "POINT(-31.8007 78.7392)", 95.65, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:13", 5793, "POINT(45.8640 66.1825)", 96.57, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:13", 5793, "POINT(-31.9409 78.8474)", 96.57, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:15", 5793, "POINT(46.0396 66.2590)", 97.50, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:15", 5793, "POINT(-32.0830 78.9551)", 97.50, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:17", 5793, "POINT(46.2172 66.3357)", 98.43, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:17", 5793, "POINT(-32.2283 79.0631)", 98.43, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:19", 5793, "POINT(46.3951 66.4118)", 99.36, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:19", 5793, "POINT(-32.3755 79.1705)", 99.36, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:21", 5793, "POINT(46.5750 66.4880)", 100.29, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:21", 5793, "POINT(-32.5261 79.2782)", 100.29, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:24", 5793, "POINT(46.7551 66.5636)", 101.22, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:24", 5793, "POINT(-32.6787 79.3854)", 101.22, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:26", 5793, "POINT(46.9373 66.6393)", 102.15, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:26", 5793, "POINT(-32.8349 79.4929)", 102.15, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:28", 5793, "POINT(47.1197 66.7145)", 103.08, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:28", 5793, "POINT(-32.9933 79.5998)", 103.08, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:30", 5793, "POINT(47.3042 66.7898)", 104.02, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:30", 5793, "POINT(-33.1554 79.7070)", 104.02, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:32", 5793, "POINT(47.4890 66.8645)", 104.95, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:32", 5793, "POINT(-33.3199 79.8137)", 104.95, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:34", 5793, "POINT(47.6759 66.9393)", 105.89, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:34", 5793, "POINT(-33.4883 79.9207)", 105.89, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:36", 5793, "POINT(47.8630 67.0135)", 106.82, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:36", 5793, "POINT(-33.6592 80.0270)", 106.82, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:39", 5793, "POINT(48.0523 67.0878)", 107.76, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:39", 5793, "POINT(-33.8344 80.1338)", 107.76, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:41", 5793, "POINT(48.2418 67.1615)", 108.69, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:41", 5793, "POINT(-34.0122 80.2399)", 108.69, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:43", 5793, "POINT(48.4335 67.2353)", 109.63, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:43", 5793, "POINT(-34.1944 80.3463)", 109.63, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:45", 5793, "POINT(48.6264 67.3089)", 110.57, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:45", 5793, "POINT(-34.3804 80.4526)", 110.57, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:47", 5793, "POINT(48.8178 67.3811)", 111.50, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:47", 5793, "POINT(-34.5676 80.5573)", 111.50, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:49", 5793, "POINT(49.0123 67.4538)", 112.44, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:49", 5793, "POINT(-34.7605 80.6628)", 112.44, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:51", 5793, "POINT(49.2079 67.5263)", 113.38, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:51", 5793, "POINT(-34.9574 80.7681)", 113.38, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:54", 5793, "POINT(49.4058 67.5988)", 114.32, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:54", 5793, "POINT(-35.1595 80.8738)", 114.32, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:56", 5793, "POINT(49.6031 67.6704)", 115.25, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:56", 5793, "POINT(-35.3640 80.9783)", 115.25, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:20:58", 5793, "POINT(49.8034 67.7424)", 116.20, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:20:58", 5793, "POINT(-35.5750 81.0837)", 116.20, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:00", 5793, "POINT(50.0042 67.8138)", 117.14, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:00", 5793, "POINT(-35.7896 81.1884)", 117.14, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:02", 5793, "POINT(50.2062 67.8849)", 118.08, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:02", 5793, "POINT(-36.0090 81.2929)", 118.08, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:04", 5793, "POINT(50.4104 67.9560)", 119.03, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:04", 5793, "POINT(-36.2345 81.3978)", 119.03, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:06", 5793, "POINT(50.6150 68.0266)", 119.97, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:06", 5793, "POINT(-36.4641 81.5019)", 119.97, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:09", 5793, "POINT(50.8218 68.0972)", 120.92, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:09", 5793, "POINT(-36.7000 81.6064)", 120.92, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:11", 5793, "POINT(51.0290 68.1672)", 121.86, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:11", 5793, "POINT(-36.9405 81.7102)", 121.86, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:13", 5793, "POINT(51.2385 68.2372)", 122.81, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:13", 5793, "POINT(-37.1877 81.8143)", 122.81, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:15", 5793, "POINT(51.4493 68.3070)", 123.76, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:15", 5793, "POINT(-37.4410 81.9182)", 123.76, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:17", 5793, "POINT(51.6604 68.3761)", 124.70, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:17", 5793, "POINT(-37.6992 82.0214)", 124.70, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:19", 5793, "POINT(51.8739 68.4453)", 125.65, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:19", 5793, "POINT(-37.9650 82.1249)", 125.65, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:21", 5793, "POINT(52.0877 68.5138)", 126.60, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:21", 5793, "POINT(-38.2362 82.2277)", 126.60, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:24", 5793, "POINT(52.3039 68.5824)", 127.55, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:24", 5793, "POINT(-38.5156 82.3307)", 127.55, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:26", 5793, "POINT(52.5205 68.6503)", 128.49, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:26", 5793, "POINT(-38.8008 82.4330)", 128.49, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:28", 5793, "POINT(52.7394 68.7183)", 129.44, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:28", 5793, "POINT(-39.0948 82.5356)", 129.44, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:30", 5793, "POINT(52.9587 68.7856)", 130.39, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:30", 5793, "POINT(-39.3950 82.6375)", 130.39, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:32", 5793, "POINT(53.1804 68.8530)", 131.34, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:32", 5793, "POINT(-39.7047 82.7395)", 131.34, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:34", 5793, "POINT(53.4025 68.9197)", 132.29, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:34", 5793, "POINT(-40.0213 82.8409)", 132.29, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:36", 5793, "POINT(53.6270 68.9864)", 133.24, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:36", 5793, "POINT(-40.3480 82.9424)", 133.24, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:39", 5793, "POINT(53.8518 69.0524)", 134.19, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:39", 5793, "POINT(-40.6822 83.0433)", 134.19, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:41", 5793, "POINT(54.0791 69.1185)", 135.14, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:41", 5793, "POINT(-41.0273 83.1442)", 135.14, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:43", 5793, "POINT(54.3068 69.1839)", 136.09, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:43", 5793, "POINT(-41.3806 83.2445)", 136.09, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:45", 5793, "POINT(54.5370 69.2493)", 137.04, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:45", 5793, "POINT(-41.7458 83.3449)", 137.04, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:47", 5793, "POINT(54.7675 69.3141)", 137.99, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:47", 5793, "POINT(-42.1198 83.4445)", 137.99, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:49", 5793, "POINT(55.0005 69.3788)", 138.95, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:49", 5793, "POINT(-42.5067 83.5442)", 138.95, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:51", 5793, "POINT(55.2339 69.4429)", 139.90, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:51", 5793, "POINT(-42.9033 83.6432)", 139.90, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:54", 5793, "POINT(55.4698 69.5070)", 140.85, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:54", 5793, "POINT(-43.3138 83.7423)", 140.85, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:56", 5793, "POINT(55.7028 69.5695)", 141.79, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:56", 5793, "POINT(-43.7289 83.8391)", 141.79, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:21:58", 5793, "POINT(55.9405 69.6326)", 142.74, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:21:58", 5793, "POINT(-44.1629 83.9370)", 142.74, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:22:00", 5793, "POINT(56.1807 69.6956)", 143.69, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:22:00", 5793, "POINT(-44.6127 84.0349)", 143.69, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:22:02", 5793, "POINT(56.4214 69.7579)", 144.64, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:22:02", 5793, "POINT(-45.0747 84.1319)", 144.64, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:22:04", 5793, "POINT(56.6646 69.8202)", 145.59, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:22:04", 5793, "POINT(-45.5538 84.2290)", 145.59, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:22:06", 5793, "POINT(56.9082 69.8819)", 146.54, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:22:06", 5793, "POINT(-46.0464 84.3252)", 146.54, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:22:09", 5793, "POINT(57.1544 69.9435)", 147.50, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:22:09", 5793, "POINT(-46.5577 84.4213)", 147.50, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:22:11", 5793, "POINT(57.4009 70.0044)", 148.45, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:22:11", 5793, "POINT(-47.0838 84.5165)", 148.45, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:22:13", 5793, "POINT(57.6501 70.0652)", 149.40, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:22:13", 5793, "POINT(-47.6303 84.6117)", 149.40, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:22:15", 5793, "POINT(57.8996 70.1254)", 150.35, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:22:15", 5793, "POINT(-48.1931 84.7058)", 150.35, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:22:17", 5793, "POINT(58.1507 70.1852)", 151.30, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:22:17", 5793, "POINT(-48.7755 84.7994)", 151.30, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:22:19", 5793, "POINT(58.4020 70.2443)", 152.25, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:22:19", 5793, "POINT(-49.3757 84.8920)", 152.25, "OCCULTATION"
"2019-03-12 06:14:24", "2019-03-12 06:22:21", 5793, "POINT(58.6572 70.3036)", 153.20, "TRACK"
"2019-03-12 06:14:24", "2019-03-12 06:22:21", 5793, "POINT(-50.0032 84.9849)", 153.20, "OCCULTATION"
